time,temperature,vibration,current,pressure,anomaly_true
0,40.18283024785266,1.1793638325407148,10.044069258932046,3.0464259925401302,0
1,39.3860095362557,1.1793743077511598,10.225614194688083,3.0480679081156663,0
2,40.47027071748388,1.150932639166915,9.633598935548823,3.037495645916081,0
3,40.594338829834726,1.2442744681466025,9.931175198994584,3.022005535163281,0
4,38.869378886807695,1.2320951540010594,10.210621039928457,3.020641315357822,0
5,39.26869229588261,1.0893954073785084,10.02056549822425,3.0138780224777415,0
6,40.136704241900375,1.087844603710217,10.371831369946436,3.020379852771082,0
7,39.88025444459385,1.25725519350259,9.611849186093249,3.02376812918321,0
8,40.06991930549742,1.1613648102209,9.584161287505806,2.929778891713631,0
9,39.578173643455855,1.2540509189027458,10.199914599882954,2.960487642702788,0
10,40.6276387849177,1.2956537527874181,10.224775495353224,2.948553918775898,0
11,40.57667516125737,1.134785383351727,9.960841332774034,3.0553572503827002,0
12,40.15961841853672,1.1268108857929175,10.110081941676114,3.0827050051791804,0
13,40.806344724180825,1.37694961963592,10.19711389997162,2.891547603979391,0
14,40.42050560535123,1.2743700237638564,9.808174417160128,3.078240730593583,0
15,39.63442452227005,1.215941539317043,9.835755379576199,3.0043360686765763,0
16,40.381250470449494,1.1779882420170058,10.060725407061891,3.050635990957935,0
17,39.5946704395026,1.215076257177746,10.240141567979833,3.0253233577292447,0
18,40.70707018078436,1.163858254443203,9.723454581657863,3.072019752679996,0
19,40.16004445340825,1.3329531140922335,9.966280352745757,3.010487121667875,0
20,40.089082581872844,1.2032988470707249,9.955530455343231,2.9318272770593543,0
21,39.80144227335764,1.3560623285483915,10.12190059002005,2.9947162558113396,0
22,40.95352480320442,1.2396508206041226,10.016056212669877,3.0257828023053404,0
23,40.137282310758714,1.1913347756702901,9.882578634613287,2.9892019449232823,0
24,39.98300330670214,1.2437795414206259,10.332008378268856,3.0328865861076335,0
25,40.03871986970706,1.0710095705121117,9.885868585549659,2.996715130567978,0
26,40.579385511332006,1.2743181872068405,9.948473451766786,2.9702245340442563,0
27,40.48926643861845,1.2733835715318333,9.624436227233268,2.945701080834423,0
28,40.527639566957596,1.3559617958350374,9.844715711351956,2.9804092308733328,0
29,40.54849260180473,1.1420422566355932,10.152951138300756,3.0102285824850163,0
30,41.58498856052228,1.3888344165899245,10.104890885014166,2.9020304097872023,0
31,40.066150990169234,1.364444874031625,10.175426202078242,2.960996179464249,0
32,40.01265436255708,1.4018447952821531,10.164097310600772,2.9001653977612802,0
33,39.84173636305127,1.300319735705801,10.549083202769399,2.969146257301098,0
34,40.7095876535453,1.3884762906070127,9.840991055683435,3.0598657367143614,0
35,41.02738337563254,1.1924622963848415,9.623898954174857,2.940694180913558,0
36,40.29163152540708,1.3699722998953696,9.766913771648253,3.0351579872930663,0
37,39.86590611382248,1.253970780912453,9.854434140129035,3.142441256365616,0
38,39.88531127058526,1.1862548343979158,9.787558335928265,3.0726769065628674,0
39,40.780355672694824,1.231106039694059,10.055346090496913,3.0066756690195606,0
40,40.845952502722064,1.324116451704289,10.34588319606887,3.042921722789824,0
41,40.73589256098311,1.2603323503405517,10.418420556843763,2.9315158598781603,0
42,40.02069417562679,1.3589294199832023,10.160366906207196,2.9213292673294724,0
43,40.56929679384003,1.1867159944537435,10.570389445532316,3.0014349054539697,0
44,40.51001148548443,1.1637021645608243,9.946757302951257,3.0199305281734206,0
45,40.58121315803741,1.446118746736153,9.628497492407998,3.054720214212462,0
46,40.98285726676892,1.4110516783679388,10.30069591215188,2.9715618929299343,0
47,40.60415732926481,1.2571852970271284,9.578524342209725,3.0096697742180822,0
48,40.887348137843134,1.3432312467022614,9.850191078555914,3.0079555778276488,0
49,40.53054744169334,1.4273341050820383,10.169736082142043,2.993430294721177,0
50,40.67347163921399,1.3815714193024557,10.014876086343916,2.9963762561933,0
51,40.88877293550312,1.3621139287227366,9.993493887456466,2.957264774868022,0
52,39.645706508086604,1.4400473810877756,9.746792328465379,3.013985370419248,0
53,40.33819727018562,1.2961146880308168,10.04004408186408,3.0097524990097537,0
54,40.25777640742432,1.3591596578186669,10.294412175595571,2.977999411702198,0
55,40.16667329105399,1.3572876695863971,10.04923738615733,3.0332887133011783,0
56,40.394914649263995,1.3389006889251986,9.837434718145333,3.051391579421615,0
57,41.46696478674064,1.3314986600442145,9.733849229568563,3.0338688147987734,0
58,40.06050133058405,1.3704288194989298,9.844074679698238,2.9478778339969636,0
59,41.17096701275489,1.3692224986800636,10.145293016964368,3.0049822883430997,0
60,39.590278137030516,1.2844199855588172,10.133843119450347,2.9544284218568273,0
61,40.409068982008534,1.4342154204080566,9.848545424386394,3.004827737314992,0
62,40.717651839063,1.2936912405906045,9.496708609720391,2.9546231651490045,0
63,40.98173339881557,1.3560259695550294,10.15512449138542,3.0638581668677394,0
64,41.06673594787571,1.351496606144401,9.826413805349318,3.0391665734509923,0
65,41.126008341119956,1.405353088765078,10.223822098892086,3.0576494652671196,0
66,40.450764956650936,1.2087131567949005,9.86324131236113,3.052586104509775,0
67,40.39258892440126,1.451001419092676,9.806002223478998,2.9864700144213168,0
68,41.194785528754295,1.327006644510503,10.091975248754292,2.978719512823629,0
69,40.57521740507103,1.4801498516342686,10.643808286574957,3.0870861914350076,0
70,39.93458820599725,1.3456358018894585,10.24233840736784,2.991744017491379,0
71,40.030027671597914,1.3812666376964546,10.089829339869464,2.9322709678764,0
72,40.16832862839903,1.5395107003989192,10.146177131434746,3.0503733366832915,0
73,41.02829644643226,1.3654026743776,9.619371093134014,3.007188783413186,0
74,40.82545544164234,1.4878275286901834,9.777246808252086,3.075297206198949,0
75,41.16429121244066,1.392920530716282,9.430777511032261,3.0121484838990424,0
76,40.503648412198075,1.4240550961020557,10.491651964140031,2.9989999256326643,0
77,40.86512381464603,1.3973899378687924,10.441699651045809,3.0763060404387343,0
78,41.155354236380404,1.4605397671874485,10.15872327212733,2.9230766827481505,0
79,40.604392076167855,1.338733964651582,10.094958710502336,2.9707318847698496,0
80,41.074065142534444,1.3156636984311276,9.673939479682577,2.9556318514072397,0
81,40.412844435360014,1.34405857633517,10.007664741610096,2.8902460110713357,0
82,40.60216769206096,1.4038243873654923,10.511236113099953,3.04365882140083,0
83,40.600957263601,1.3788305392698295,10.096636170306194,2.9721290793008532,0
84,40.12249621264658,1.453911936115386,9.923260152170794,3.045268402082329,0
85,41.14218348847135,1.502007639927313,9.62553922798132,3.01945432456173,0
86,40.57835859587836,1.3200462992041244,10.410763931359734,3.030357123331384,0
87,40.87749647123661,1.339826694878403,10.04879259400942,2.977230025957968,0
88,41.16844799534355,1.284017527321983,9.627751520684338,2.9617875928007478,0
89,41.157918705617966,1.561665349272712,9.836485355029993,3.004488043760986,0
90,41.29923106538367,1.4238725572505568,9.7487793716628,3.0459584091654084,0
91,40.850908709294345,1.4380912551283946,10.035835361453687,2.997480899725813,0
92,40.66602101277351,1.292642998023376,10.121208576411117,2.9649031838683855,0
93,40.88216907345616,1.3998631537173214,9.944167341465029,2.940049095430082,0
94,39.92759933962518,1.440738133346193,10.264826171071837,3.0102081507661915,0
95,40.081732516546154,1.379763667309821,10.090853096198018,2.9722966232535732,0
96,40.16638023258736,1.4859711705944125,10.337313705407984,2.996412970630513,0
97,40.37165190343911,1.5847361181340658,9.983015180969128,2.988061060887567,0
98,41.21986453603406,1.3238440135551934,10.834218168135752,2.9777784512657726,0
99,40.446712566783965,1.317606026012648,9.932332597356169,3.014690178037976,0
100,40.773102467576365,1.3288611063080669,9.848185187380635,3.027725204207205,0
101,41.789536978671634,1.5272308110492352,9.81800031480332,3.0982639472325393,0
102,40.80624161736315,1.4817213874528683,10.022392858875453,3.0378983857342257,0
103,41.472509341080254,1.3870337292953874,9.64579138878951,3.079684116473707,0
104,40.47982939199407,1.400288756228696,10.149858238248337,2.9590699814299133,0
105,40.926737465279416,1.3314736992790495,9.6004284078324,2.919952761463649,0
106,40.48998676705365,1.4673779036718682,10.117703574037765,2.999278487213992,0
107,40.86658015445966,1.365107634804136,9.73999903275785,3.0429013622074548,0
108,41.58418488247444,1.3739634030192391,9.983009339117725,3.0350580859079717,0
109,40.053607746084595,1.4426883519470028,10.229983073187922,3.0605690786163287,0
110,41.36065418612752,1.3781073357048421,10.655367201293982,2.87317273205074,0
111,41.25264136139937,1.3734577611152323,9.810361946124592,3.0626488447442104,0
112,40.76351002658192,1.3921557639391995,10.042781464012844,3.016773131321482,0
113,40.26236528736693,1.453939747135724,9.899914327144469,2.9227993327437494,0
114,41.183277704628324,1.5209794635761895,9.863873969838739,3.03617644233644,0
115,40.832304374561716,1.4349950486122192,9.903080123941042,3.008474128841648,0
116,41.29960572681282,1.4512651560301328,10.28831629914556,3.0190614649289027,0
117,41.18311128731407,1.369803618032684,9.96075622275913,3.049955457515768,0
118,42.14106733479255,1.3279084311294418,10.645563124068325,3.021513768421536,0
119,41.046386623516184,1.4355402181692907,10.187688743986802,2.9263587450765156,0
120,40.585901504426886,1.395558751333182,9.83164443318727,2.9928486865108543,0
121,41.31756538097379,1.2666368438854518,9.992918127897502,2.9191177414574554,0
122,41.351998010383056,1.3527390932875663,9.884574126298013,3.032453094027945,0
123,42.045512545144256,1.3708407118481507,10.285488582184088,3.069898512079202,0
124,41.74106674754875,1.3350743581612339,9.67620611446464,2.9379274018723835,0
125,41.46412263548971,1.4928394858516232,9.751086827840856,2.9664268119733794,0
126,42.13798173473174,1.411028996281952,9.938855792872117,2.9558815339438915,0
127,40.55674216740629,1.4807891468365473,10.257890646716037,2.977304736403083,0
128,40.89614908035015,1.3902549735253618,10.395824590686695,3.0206211579099436,0
129,40.734054435156686,1.3738907850737059,10.43309456273659,2.977846543894942,0
130,41.06611411810653,1.2906042450163722,10.220802779863053,3.032626508634951,0
131,40.48398831146622,1.3645927652801044,10.06801726507164,3.053268988503799,0
132,41.701090568088645,1.3627435948179534,10.287777189084643,3.055087963066464,0
133,41.196666381740734,1.2503461327535628,9.80337047958903,2.9440909452315176,0
134,40.457516223298406,1.3145246442886092,9.628700011445103,3.0692964472236364,0
135,40.740652551275474,1.3297520314962754,10.199386153831531,3.073303614243812,0
136,41.54810830847012,1.3865775751212688,9.839163331872525,3.0776339965618584,0
137,41.87287594073663,1.388249155092003,10.074606139422922,2.992109259014115,0
138,42.578038535015075,1.3026355638781277,10.121183147994255,2.962407876334486,0
139,43.138317479604396,1.3844090798325233,10.153643516780594,2.950787940425996,0
140,41.648645659965595,1.3300508619997835,10.326392382556639,2.944911005671259,0
141,40.816277127980875,1.1127250685697723,10.300287780940037,3.0005845203332435,0
142,40.140772231561215,1.3011564768301243,10.14133707906951,3.0423925928245215,0
143,41.5906268774063,1.4238508301478736,9.982394890950827,3.0653279220493674,0
144,40.9522353428138,1.2005481755800158,10.120144430765803,2.9757221441818826,0
145,41.20078564389219,1.3416313044536103,9.944450029500342,2.9980655866459855,0
146,41.092741920564116,1.456923440937929,10.044687635039004,2.9947906223299277,0
147,41.38552546815017,1.2667039041860622,10.748623939812491,2.968235987506743,0
148,42.11958813847258,1.3251398329327326,10.139907194179038,3.036787476488031,0
149,41.58422914046721,1.2180268594880819,10.207193655534493,3.0181424123311613,0
150,41.40481909777679,1.449872920153877,9.918528299677968,3.0070911587559803,0
151,40.88860774830451,1.3103408397327205,10.350176286570646,3.0179152719597964,0
152,40.51519023317739,1.318018117070571,10.285478900505145,3.0307725623978743,0
153,41.238215254556,1.4198807807187332,10.287495170167869,3.0302718509565194,0
154,41.507730469509006,1.361672807169591,10.149619437046306,2.958075502193907,0
155,42.61075794814793,1.2358918202239506,10.354677083704143,3.0448164274371474,0
156,41.638164712883736,1.2513180404373074,10.414277117700403,3.0127683058840278,0
157,42.159643706613835,1.3398242959645916,10.167350115820748,2.9782691902509866,0
158,41.28042264087651,1.2474017834718245,10.068135157089833,3.0117114845723085,0
159,40.87903374014979,1.1250266432883345,10.320637133857959,3.0172238738362527,0
160,41.02092994266058,1.287195261436036,9.871162463496395,3.0540891833582062,0
161,41.174864361278544,1.170060526059601,9.917896374259861,2.947692218575741,0
162,42.897081839461094,1.414778516331864,10.08424725006144,3.0662492176827096,0
163,41.13716799246537,1.2965936813879275,9.66241218422466,3.0011583178154915,0
164,42.143093522241806,1.2069884577136638,10.304822597020639,2.97469233746257,0
165,41.108243693147784,1.22044160523747,9.857360833835859,2.9731620950071433,0
166,42.21894380772454,1.1220889246402364,9.98037526568149,2.949931612082871,0
167,41.90097057966352,1.1821719698106437,10.045080014751841,2.912954255812163,0
168,41.586017261405146,1.348303486234437,10.108366678391484,3.03386999401796,0
169,41.665542484318735,1.4423906209266764,10.012769869858849,3.099044320021098,0
170,41.307127382742365,1.318791814529488,10.081971790163209,2.9191192325582094,0
171,41.97764332088925,1.2501321993788266,10.084032144797426,2.952478604203482,0
172,41.44700991179553,1.2197383907801431,9.98729894368468,3.0375791594572665,0
173,40.994636541739645,1.1745599324758471,9.905868819981686,2.997718154566429,0
174,40.97323745540823,1.4126311377899758,10.369639780192658,3.0417209621137573,0
175,41.85355275063327,1.2295069466527595,9.573266844449142,2.994913973842558,0
176,42.70745475384626,1.410601815663177,10.048029550641134,2.970968625036681,0
177,41.865994968144065,1.3495660902410103,9.982316636010916,2.9887078944663434,0
178,41.70881700433407,1.0955433363874507,10.204315626687613,2.880895528887202,0
179,41.96149568376153,1.1782437122559162,9.736113889040645,2.9428257827175766,0
180,42.58360104502409,1.1747003916780676,9.974803163349504,3.047413968710935,0
181,41.941629500818316,1.21853255035986,10.074215048644545,3.0595949922089423,0
182,41.57344366149976,1.2167844549814995,10.367371937354749,3.070308302754616,0
183,42.493773226035934,1.4579920560783388,10.182941394848022,3.0220434673224017,0
184,42.09725386307697,1.1287929504530048,9.804057781695715,2.8871965562856863,0
185,42.7714535951976,1.2299628686636737,9.978088396464855,2.968249673540643,0
186,41.969940662333144,1.2576367518840823,10.321491214584109,3.0662327838274317,0
187,41.1353185809677,1.2048589208219285,9.799798517309458,3.0811527119341777,0
188,41.0591044804526,1.2104662914931694,10.08033808020348,3.0681323871503623,0
189,42.88055675933875,1.1147338389820434,10.097719003326311,2.98818737676151,0
190,42.934199432469974,1.2035046184091807,10.003546376296097,2.934671206671272,0
191,41.80228847203043,1.2325662076718364,10.773916167935909,2.997968420502076,0
192,41.69008760731841,1.2145332180561743,9.996774495442263,3.000740350911513,0
193,42.806866575345325,1.2306153698969478,10.212370846770888,3.078278241004573,0
194,41.275772590773904,1.2946862226697036,9.9083195339865,3.0113895650061107,0
195,41.413163788626505,1.2533182964471257,10.231790132053835,3.0008340589440388,0
196,42.34599607681343,1.1807539353506151,10.317501419074338,3.003674757407173,0
197,41.73323692628424,1.0780060215903877,9.952757965652875,3.0199929414881344,0
198,41.976926879967955,1.1204504391944607,10.086011049040758,3.0313220043030786,0
199,41.89193426088529,1.1475933038950714,9.875797165744917,2.9637731282991,0
200,42.20254472927936,1.1820740739322186,9.813439842762703,2.9471189802687214,0
201,42.85448911678823,1.1203529847453684,10.35865642894251,3.0685279260702347,0
202,42.07435094414105,1.0805056422588957,9.960867202653045,2.9179479352782156,0
203,42.41636327596611,1.0570654941113913,9.495867324826767,3.0818873729602387,0
204,40.80989673938139,1.0167975588701912,10.540505520168653,2.904466065137315,0
205,42.02076895884193,1.1268803100455491,9.898531837849726,2.970772943358449,0
206,41.55406183782428,1.024902807283708,10.037344716422432,3.0485926985291725,0
207,41.338712163745825,1.0592496427257228,10.509040041823969,3.0000170944539137,0
208,41.55310857984275,1.104612065466771,10.063246467991403,2.934176159811908,0
209,41.88952593557951,1.0261010912418107,10.057709564199348,3.0213214077062998,0
210,42.64954152541361,1.1602235295419718,9.791355333549761,3.003350217090024,0
211,41.31416436935626,1.1859495655254695,9.689538216521884,2.989197585577901,0
212,42.13837889555665,1.0796862766586859,10.056491299377175,2.9688038854608547,0
213,41.83949833999986,1.0856081819340078,10.188624721524453,2.99826970002347,0
214,41.94339614338283,1.1605167397323648,10.174131242419103,2.970903919402382,0
215,42.75165469518276,1.0573776518466427,9.977255444462239,3.121726633442458,0
216,42.48286926220235,1.048877198413246,10.102449212924556,2.987999142409161,0
217,42.972438864465644,1.2042390252115374,9.63788954997247,2.9813121523090444,0
218,42.08729659245006,1.1763028124291095,10.2120343402862,2.9729181927256105,0
219,41.77243443299758,1.1507666704563737,10.137137847055502,3.0888475421419095,0
220,42.065684709871704,1.1737961599938584,10.589988688921464,2.9180466561052216,0
221,42.355498074762735,0.9386920603466942,10.09822375004393,3.0179716210949707,0
222,42.325944015072224,1.2023396155617498,9.860460182261011,2.9880355014061797,0
223,41.57936715665998,1.1225855892470131,10.083213743152575,2.9288299947678995,0
224,42.29429386897672,1.1693011945378022,10.013704923744477,2.9590461836068442,0
225,42.38693699808334,1.1166606785808402,10.204085545353568,3.0158476996952914,0
226,43.77048442252035,1.0868825273317022,10.101878672447436,2.956780339017196,0
227,43.39610676676901,1.058257117460086,9.779909452614651,3.012978196411002,0
228,41.76805398966471,1.1069999719623527,9.685694186720236,3.0864576614343178,0
229,42.117569983070496,1.050069147779703,10.160084368827567,3.008530033860867,0
230,41.421934798897794,1.1418543461018387,10.439856710283577,2.9273243760737753,0
231,41.95557579162191,0.9429584410227905,10.113629269714304,2.9576601869076553,0
232,42.5093630021542,1.0240357631380077,10.296824347550148,2.985729713062737,0
233,43.05351217253294,1.228471394536937,10.34640351497111,2.982388244050267,0
234,41.90254969735384,1.0123603310774139,10.159593932949054,3.007600692255796,0
235,41.95751213595933,1.0409515121691277,9.888961393543413,3.0156221471039033,0
236,41.07162658215681,0.9870780523500745,10.141093151352862,3.086526397755943,0
237,42.27240044767305,1.0822300290135634,10.393709809241228,2.999814016745605,0
238,41.74255135288426,0.9941792083239264,10.224083297195218,2.9423902776562043,0
239,42.07233634358035,1.0359903591587811,10.278334706141978,3.0576903065124283,0
240,41.873883533099445,1.11654882382122,9.975293182259612,3.063151228839051,0
241,42.35344246744846,0.9905807380381255,10.039991360465029,3.0116221547002984,0
242,41.36536296518602,1.1074556546435437,10.060541740167624,2.987680280239552,0
243,41.54977285276541,1.1080732943595897,10.077026569260545,3.031127320127453,0
